7.5,56.5,7.5,1,13.5,131.5,13.5,31.5,180.5,31.5,0,0,3.0,129.0,3.0,0
5.0,59.0,5.0,1,11.5,133.5,11.5,37.0,249.0,37.0,0,0,8.0,124.0,8.0,0
10.0,59.0,6.0,1,12.5,133.5,16.5,38.0,249.0,39.0,0,0,11.0,124.0,12.0,0
10.0,59.0,7.0,1,12.5,133.5,13.5,40.0,249.0,41.0,0,0,10.0,124.0,11.0,0
2.0,62.0,2.0,1,7.5,137.5,7.5,3.0,209.0,3.0,0,0,0.0,132.0,0.0,0
6.0,62.0,3.0,1,9.5,137.5,8.5,5.0,209.0,6.0,0,0,4.0,132.0,2.0,0
7.0,62.0,3.0,1,8.5,137.5,12.5,4.0,209.0,6.0,0,0,1.0,132.0,3.0,0
3.0,61.0,3.0,1,16.5,128.5,16.5,9.0,221.0,9.0,0,0,16.5,148.5,16.5,0
1.5,65.5,1.5,1,22.5,122.5,22.5,43.5,255.5,43.5,0,0,3.5,128.5,3.5,0
6.5,65.5,6.5,1,25.5,122.5,23.5,46.5,255.5,45.5,0,0,4.5,128.5,5.5,0
4.5,65.5,5.5,1,27.5,122.5,24.5,47.5,255.5,47.5,0,0,5.5,128.5,6.5,0
9.0,55.0,9.0,1,12.5,132.5,12.5,18.5,230.5,18.5,0,0,6.0,138.0,6.0,0
11.0,55.0,13.0,1,14.5,132.5,17.5,19.5,230.5,21.5,0,0,9.0,138.0,11.0,0
11.0,55.0,13.0,1,13.5,132.5,13.5,20.5,230.5,19.5,0,0,8.0,138.0,9.0,0
6.5,62.5,6.5,1,4.0,136.0,4.0,35.0,219.0,35.0,0,0,20.5,125.5,20.5,0
9.5,62.5,9.5,1,5.0,136.0,7.0,39.0,219.0,37.0,0,0,24.5,125.5,22.5,0
8.5,62.5,8.5,1,7.0,136.0,6.0,38.0,219.0,40.0,0,0,24.5,125.5,21.5,0
1.5,57.5,1.5,1,14.0,146.0,14.0,44.5,228.5,44.5,0,0,10.0,115.0,10.0,0
5.5,57.5,3.5,1,17.0,146.0,15.0,49.5,228.5,47.5,0,0,15.0,115.0,15.0,0
6.5,57.5,3.5,1,17.0,146.0,15.0,49.5,228.5,47.5,0,0,12.0,115.0,12.0,0
5.5,50.5,5.5,1,5.0,137.0,5.0,62.5,246.5,62.5,0,0,21.0,126.0,21.0,0
10.5,50.5,7.5,1,10.0,137.0,8.0,64.5,246.5,64.5,0,0,24.0,126.0,26.0,0
9.5,50.5,7.5,1,8.0,137.0,6.0,64.5,246.5,66.5,0,0,26.0,126.0,25.0,0
1.0,57.0,1.0,1,2.0,130.0,2.0,37.5,221.5,37.5,0,0,12.5,117.5,12.5,0
6.0,57.0,6.0,1,4.0,130.0,3.0,39.5,221.5,40.5,0,0,13.5,117.5,16.5,0
6.0,57.0,2.0,1,6.0,130.0,7.0,41.5,221.5,39.5,0,0,15.5,117.5,14.5,0
3.0,53.0,3.0,1,6.0,138.0,6.0,8.0,192.0,8.0,0,0,10.5,115.5,10.5,0
7.0,53.0,6.0,1,9.0,138.0,9.0,12.0,192.0,11.0,0,0,13.5,115.5,12.5,0
6.0,53.0,7.0,1,9.0,138.0,11.0,9.0,192.0,11.0,0,0,13.5,115.5,11.5,0
1.0,55.0,1.0,1,11.0,121.0,11.0,11.0,195.0,11.0,0,0,1.5,106.5,1.5,0
6.0,55.0,4.0,1,16.0,121.0,12.0,14.0,195.0,15.0,0,0,6.5,106.5,2.5,0
4.0,55.0,4.0,1,16.0,121.0,15.0,16.0,195.0,15.0,0,0,5.5,106.5,5.5,0
5.0,61.0,5.0,1,10.0,122.0,10.0,14.0,198.0,14.0,0,0,13.5,118.5,13.5,0
8.0,61.0,9.0,1,11.0,122.0,15.0,19.0,198.0,17.0,0,0,15.5,118.5,14.5,0
6.0,61.0,9.0,1,15.0,122.0,12.0,15.0,198.0,17.0,0,0,15.5,118.5,14.5,0
3.5,52.5,3.5,1,7.0,125.0,7.0,17.5,166.5,17.5,0,0,10.5,115.5,10.5,0
6.5,52.5,7.5,1,12.0,125.0,11.0,20.5,166.5,18.5,0,0,12.5,115.5,13.5,0
5.5,52.5,5.5,1,12.0,125.0,9.0,20.5,166.5,21.5,0,0,11.5,115.5,14.5,0
1.0,55.0,1.0,1,5.0,127.0,5.0,51.0,235.0,51.0,0,0,5.5,110.5,5.5,0
2.0,55.0,4.0,1,9.0,127.0,10.0,54.0,235.0,54.0,0,0,9.5,110.5,6.5,0
5.0,55.0,4.0,1,8.0,127.0,10.0,53.0,235.0,53.0,0,0,7.5,110.5,6.5,0
2.0,58.0,2.0,1,1.0,131.0,1.0,11.0,195.0,11.0,0,0,13.5,118.5,13.5,0
3.0,58.0,4.0,1,5.0,131.0,3.0,16.0,195.0,15.0,0,0,17.5,118.5,14.5,0
7.0,58.0,7.0,1,2.0,131.0,5.0,13.0,195.0,13.0,0,0,17.5,118.5,14.5,0
5.5,61.5,5.5,1,16.0,116.0,16.0,57.5,241.5,57.5,0,0,10.0,115.0,10.0,0
7.5,61.5,9.5,1,21.0,116.0,17.0,58.5,241.5,58.5,0,0,12.0,115.0,11.0,0
8.5,61.5,7.5,1,19.0,116.0,17.0,61.5,241.5,61.5,0,0,15.0,115.0,13.0,0
1.5,46.5,1.5,1,9.0,133.0,9.0,17.5,291.5,17.5,0,0,9.5,156.5,9.5,0
2.5,46.5,3.5,1,11.0,133.0,14.0,18.5,291.5,22.5,0,0,10.5,156.5,11.5,0
1.0,49.0,1.0,1,10.0,134.0,10.0,37.0,237.0,37.0,0,0,20.0,146.0,20.0,0
0.5,48.5,0.5,1,3.0,121.0,3.0,62.5,211.5,62.5,0,0,20.0,146.0,20.0,0
3.0,51.0,3.0,1,1.0,123.0,1.0,6.0,280.0,6.0,0,0,25.0,141.0,25.0,0
5.0,53.0,5.0,1,6.0,118.0,6.0,22.0,252.0,22.0,0,0,0.5,165.5,0.5,0
10.0,53.0,9.0,1,9.0,118.0,7.0,23.0,252.0,27.0,0,0,5.5,165.5,3.5,0
9.0,53.0,10.0,1,9.0,118.0,10.0,25.0,252.0,26.0,0,0,5.5,165.5,1.5,0
