4.5,54.5,3.5,1,12.0,119.0,14.0,25.5,285.5,28.5,0,1,5.5,155.5,4.5,1
1.5,54.5,1.5,1,12.0,119.0,16.0,27.5,285.5,27.5,0,1,3.5,155.5,2.5,1
1.0,53.0,1.0,1,1.0,119.0,1.0,36.0,222.0,36.0,0,0,21.5,168.5,21.5,1
5.0,53.0,3.0,1,4.0,119.0,2.0,37.0,222.0,38.0,0,0,26.5,168.5,22.5,1
2.0,53.0,6.0,1,2.0,119.0,6.0,38.0,222.0,41.0,0,0,26.5,168.5,25.5,1
11.5,40.5,11.5,1,6.0,124.0,6.0,9.0,195.0,9.0,0,0,6.0,196.0,6.0,1
13.5,40.5,13.5,1,7.0,124.0,10.0,11.0,195.0,11.0,0,0,10.0,196.0,11.0,1
16.5,40.5,15.5,1,10.0,124.0,10.0,11.0,195.0,11.0,0,0,10.0,196.0,9.0,1
0.5,51.5,0.5,1,11.0,129.0,11.0,37.5,223.5,37.5,0,0,2.0,188.0,2.0,1
3.5,51.5,3.5,1,12.0,129.0,12.0,42.5,223.5,39.5,0,0,7.0,188.0,6.0,1
4.5,51.5,4.5,1,12.0,129.0,13.0,38.5,223.5,39.5,0,0,4.0,188.0,6.0,1
3.0,55.0,3.0,1,6.5,111.5,6.5,27.0,213.0,27.0,0,0,18.0,172.0,18.0,1
5.0,55.0,5.0,1,7.5,111.5,7.5,30.0,213.0,29.0,0,0,23.0,172.0,19.0,1
6.0,55.0,5.0,1,10.5,111.5,11.5,28.0,213.0,32.0,0,0,19.0,172.0,23.0,1
3.5,48.5,3.5,1,5.0,123.0,5.0,61.0,247.0,61.0,0,0,10.0,180.0,10.0,1
0.5,52.5,0.5,1,12.0,130.0,12.0,20.0,206.0,20.0,0,0,39.5,150.5,39.5,1
5.0,47.0,5.0,1,15.0,133.0,15.0,29.0,215.0,29.0,0,0,6.0,184.0,6.0,1
6.0,47.0,8.0,1,18.0,133.0,20.0,33.0,215.0,30.0,0,0,9.0,184.0,7.0,1
10.0,47.0,9.0,1,18.0,133.0,18.0,30.0,215.0,31.0,0,0,11.0,184.0,10.0,1
5.5,46.5,5.5,1,6.0,124.0,6.0,14.0,200.0,14.0,0,0,11.0,179.0,11.0,1
7.5,46.5,9.5,1,7.0,124.0,10.0,16.0,200.0,15.0,0,0,13.0,179.0,12.0,1
8.5,46.5,9.5,1,8.0,124.0,7.0,18.0,200.0,15.0,0,0,14.0,179.0,14.0,1
2.0,54.0,2.0,1,1.0,119.0,1.0,3.5,189.5,3.5,0,0,14.0,176.0,14.0,1
3.0,54.0,3.0,1,5.0,119.0,5.0,4.5,189.5,5.5,0,0,15.0,176.0,17.0,1
6.0,54.0,5.0,1,5.0,119.0,4.0,6.5,189.5,7.5,0,0,19.0,176.0,19.0,1
3.5,55.5,3.5,1,10.0,128.0,10.0,42.5,228.5,42.5,0,0,4.0,186.0,4.0,1
5.5,55.5,7.5,1,13.0,128.0,11.0,47.5,228.5,44.5,0,0,8.0,186.0,8.0,1
6.5,55.5,8.5,1,11.0,128.0,12.0,43.5,228.5,43.5,0,0,6.0,186.0,9.0,1
5.5,63.5,5.5,1,10.0,150.0,10.0,11.5,222.5,11.5,1,0,17.0,148.0,17.0,1
9.5,63.5,7.5,1,13.0,150.0,13.0,15.5,222.5,15.5,1,0,22.0,148.0,21.0,1
8.5,63.5,7.5,1,12.0,150.0,11.0,15.5,222.5,16.5,1,0,21.0,148.0,22.0,1
13.5,48.5,13.5,0,7.0,131.0,7.0,13.0,196.0,13.0,0,1,9.5,172.5,9.5,1
15.5,48.5,14.5,0,10.0,131.0,9.0,18.0,196.0,14.0,0,1,10.5,172.5,12.5,1
